Empresa;Acessos;Market Share;Ranking
SPEED TRAVEL COMUNICACAO MULTIMIDIA LTDA;6.065;0,00015402901165;374
FMAX TELECOMUNICACOES LTDA;6.038;0,000153343309537;375
TDKOM - INFORMATICA LTDA;6.008;0,000152581418301;376
TEUTONET TELECOMUNICACOES LTDA;6.003;0,000152454436428;377
VIAFAST PROVEDOR DE INTERNET LTDA ME;5.993;0,000152200472682;378
CABANGU INTERNET LTDA;5.957;0,000151286203199;379
BIGDOT TELECOMUNICAÇÕES LTDA;5.952;0,000151159221326;380
EAGLE REDES DE TELECOMUNICACOES LTDA;5.949;0,000151083032202;381
ELONLINE SERVICOS DE INTERNET LTDA;5.941;0,000150879861206;382
HARDONLINE LTDA - EPP;5.933;0,000150676690209;383
VEXNET TELECON INFORMATICA LTDA;5.932;0,000150651293835;384
SFERANET PROVEDOR DE INTERNET EIRELI;5.932;0,000150651293835;384
FASTNET TELECOM LTDA;5.913;0,000150168762718;386
R W TELECOMUNICACOES EIRELI EPP;5.907;0,000150016384471;387
EDUARDO DOUGLAS DE LIMA OLIVEIRA LTDA;5.875;0,000149203700485;388
MVF.NET SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA LTDA;5.870;0,000149076718613;389
SPEED LINE TELECOMUNICAÇÕES LTDA ME;5.834;0,000148162449129;390
ISP PROVERNET INFORMATICA LTDA;5.811;0,000147578332514;391
GLOBALTECH TELECOMUNICACOES E INFORMATICA LTDA - ME;5.786;0,00014694342315;392
Rondo Comercio e Servicos Ltda;5.777;0,000146714855779;393
DEFFERRARI SOLUCOES EM INTERNET LTDA;5.767;0,000146460892034;394
MEGA SERVICOS DE COMUNICACAO MULTIMIDIA LTDA;5.754;0,000146130739165;395
MEGA TELECOMUNICAÇÕES LTDA - ME;5.750;0,000146029153667;396
CONECTA FIBRA EIRELI;5.749;0,000146003757292;397
UNIVERSO INTERNET EIRELI;5.739;0,000145749793547;398
VOUE EIRELI;5.724;0,000145368847928;399
M A INFORMATICA LTDA;5.671;0,000144022840077;400
BRUNO NASCIMENTO SANTOS MOREIRA;5.669;0,000143972047328;401
INFOLOG TI TECNOLOGIA LTDA;5.667;0,000143921254579;402
MOSAICO TELECOM LTDA;5.660;0,000143743479957;403
REUBEN PLANET EIRELI - ME;5.642;0,000143286345215;404
FRASANET PROVEDORES DE INTERNET E COMERCIO DE INFORMATICA LTDA ME;5.639;0,000143210156091;405
WJ SERVICOS DE INFORMATICA, TELECOMUNICACAO, SEGURANCA ELETRONICA E IMPORTACAO LTDA - ME;5.613;0,000142549850353;406
THIELKE & CIA LTDA;5.598;0,000142168904735;407
RDFNET TELECOMUNICACOES EIRELI;5.594;0,000142067319237;408
NET.COM PROVEDOR EIRELI;5.583;0,000141787959117;409
BRASILNET TELECOMUNICACOES LTDA;5.553;0,00014102606788;410
FORTEL FORTALEZA TELECOMUNICAÇÕES S.A.;5.545;0,000140822896884;411
GEEKNET PROVEDOR DE INTERNET LTDA ME;5.533;0,000140518140389;412
RONDON - TELECOM LTDA-ME;5.531;0,00014046734764;413
MULT 3 TELECOMUNICACOES LTDA;5.522;0,000140238780269;414
INPASUPRI COMERCIO DE SUPRIMENTOS DE INFORMATICA LTDA-ME;5.462;0,000138714997796;415
REDENEO TELECOM EIRELI;5.427;0,000137826124687;416
LEMOS & MORAIS LTDA;5.411;0,000137419782694;417
POMBONET TELECOMUNICACOES E INFORMATICA LTDA;5.407;0,000137318197196;418
VOA TELECOMUNICACOES EIRELI;5.404;0,000137242008072;419
ISIMPLES TELECOM E HARDWARE LTDA;5.391;0,000136911855203;420
Aaf Internet Eireli;5.379;0,000136607098708;421
SILVA & MORAES SERVICO DE COMUNICACAO MULTIMIDIA - SCM EIRELI;5.356;0,000136022982094;422
SIM INTERNET PROVEDORES DE INTERNET EIRELI;5.303;0,000134676974242;423
O L I TELECOMUNICACOES LTDA;5.299;0,000134575388744;424
ICENET TELECOMUNICACOES LTDA;5.274;0,00013394047938;425
MARGOTTO TELECOMUNICACOES S/A;5.263;0,00013366111926;426
PATRIMONIO MONITORAMENTO ELETRONICO LTDA;5.260;0,000133584930137;427
AUE PROVEDOR DE INTERNET LTDA;5.247;0,000133254777268;428
TUX NET - SERVICOS DE INFORMATICA EIRELI;5.238;0,000133026209897;429
VIVAS NETWORK LTDA ME;5.237;0,000133000813522;430
JULIANO DE OLIVEIRA;5.227;0,000132746849777;431
MENNE.SYS - PROVEDOR DE INTERNET EIRELI;5.222;0,000132619867904;432
BCMG INTERNET LTDA;5.186;0,00013170559842;433
NTCOM TELECOMUNICACOES EIRELI;5.182;0,000131604012922;434
Stiw Sistema de Telecomunicacoes e Informatica Wireless Eireli;5.168;0,000131248463678;435
BCM SERVICOS DE COMUNICACAO E MULTIMIDIA LTDA;5.153;0,00013086751806;436
NOBRE TELECOM LTDA - ME;5.127;0,000130207212321;437
TBNET COMERCIO, LOCACAO E ADMINISTRACAO LTDA;5.116;0,000129927852201;438
I10 TELECOM ISP EIRELI;5.115;0,000129902455827;439
WLENET SERVICOS DE TELECOMUNICACOES LTDA ME;5.111;0,000129800870329;440
ELIZIO PEREIRA BRANDAO NETO;5.100;0,000129521510209;441
Tres Marias Fiber Telecom Ltda;5.091;0,000129292942838;442
ITELFIBRA TELECOMUNICACOES LTDA;5.090;0,000129267546463;443
AGE TELECOMUNICACOES LTDA;5.081;0,000129038979092;444
OXENTE.NET SOLUCOES TECNOLOGICAS EIRELI;5.070;0,000128759618972;445
DATA CENTER LINNKE TELECOMUNICAÇÕES LTDA;5.070;0,000128759618972;445
G T LOPES & CIA LTDA - ME;5.064;0,000128607240725;447
LUIZ GUSTAVO GOES DE CASTRO - ME;5.060;0,000128505655227;448
JEFERSON MADALENA - EPP;5.055;0,000128378673354;449
3R TELEFONIA LTDA;5.049;0,000128226295107;450
SILVEIRA & ZIQUINATTI LTDA;5.046;0,000128150105983;451
ULTRA TELECOMUNICAÇÕES LTDA;5.045;0,000128124709608;452
RIO CABLE TELECOM LTDA;5.035;0,000127870745863;453
INFOTEL ENGENHARIA & TELECOMUNICACOES SCM EIRELI;4.995;0,000126854890881;454
PLUS PROVEDOR DE INTERNET LTDA - ME;4.992;0,000126778701757;455
OK VIRTUAL PROVEDOR DE INTERNET LTDA;4.992;0,000126778701757;455
NET VALE LTDA;4.992;0,000126778701757;455
Global Lines Network Telecomunicacoes do Brasil Ltda;4.984;0,000126575530761;458
NAVINET TELECOMUNICAÇÕES LTDA - EPP;4.972;0,000126270774266;459
LINK PB PROVEDOR DE ACESSO A INTERNET LTDA - ME;4.958;0,000125915225022;460
VIPFIBRA TELECOMUNICACOES LTDA;4.957;0,000125889828648;461
AMERICAN TOWER DO BRASIL - COMUNICACAO MULTIMIDIA LTDA;4.954;0,000125813639524;462
H-NET TELECOM LTDA;4.951;0,000125737450401;463
ITM TECNOLOGIA DE REDES LTDA;4.947;0,000125635864902;464
RG DA SILVEIRA EIRELI;4.935;0,000125331108408;465
VOU COMUNICACOES EIRELI;4.920;0,000124950162789;466
ATENTO TELECOM SERVICOS DE INFORMATICA LTDA;4.914;0,000124797784542;467
A. C. ALVES DE SOUZA SERVIÇO DE INTERNET;4.890;0,000124188271553;468
CIDIA MOREIRA SOEIRO - ME;4.886;0,000124086686055;469
TI.NET SERVICOS DE COMUNICACAO E MULTIMIDIA EIRELI;4.885;0,00012406128968;470
LINK EXPLORER TELECOMUNICACAO LTDA;4.881;0,000123959704182;471
CONEXAO NETWORKS PROVEDOR DE INTERNET EIRELI - EPP;4.878;0,000123883515058;472
TOP 37 ESTACOES E REDES DE TELECOMUNICACOES LTDA - ME;4.865;0,000123553362189;473
LCI TELECOMUNICAÇÕES LTDA;4.861;0,000123451776691;474
KASATECH PROVEDOR DE INTERNET LTDA;4.852;0,00012322320932;475
INFOBARRA SOLUCOES DE INFORMATICA LTDA;4.840;0,000122918452825;476
MIMO NET LTDA;4.836;0,000122816867327;477
MBN - INFORMATICA LTDA. - ME;4.833;0,000122740678204;478
GIGA NET INFORMATICA LTDA  - ME;4.827;0,000122588299956;479
Super Giga Net Ltda;4.810;0,000122156561589;480
XIS 1 INTERNET FIBRA EIRELI;4.808;0,00012210576884;481
NET PARA TELECOMUNICACOES LTDA;4.804;0,000122004183342;482
ONITEL TELECOMUNICAÇÕES EIRELI;4.801;0,000121927994218;483
TELBE TELECOM VALINHOS LTDA.;4.790;0,000121648634098;484
NETFACIL PROVEDOR DE INTERNET VIA RADIO E INFORMATICA LTDA ME;4.789;0,000121623237723;485
JM HONORATO - ME;4.789;0,000121623237723;485
IRATI TELECOMUNICACOES LTDA - ME;4.785;0,000121521652225;487
NETCOMET COMERCIO E SERVIÇOS LTDA - ME;4.784;0,000121496255851;488
R M R ABS SERVICOS DE TELECOMUNICACOES EIRELI;4.777;0,000121318481229;489
MT INTERNET COMÉRCIO E SERVIÇOS LTDA;4.765;0,000121013724734;490
KDM INTERNET TELECOMUNICACOES LTDA;4.754;0,000120734364614;491
PONTOCOM SOLUÇÕES EM TECNOLOGIA EIRELI;4.740;0,00012037881537;492
NET.COM TELECOMUNICACOES EIRELI;4.727;0,000120048662501;493
MULTIPLA SERVICOS INTELIGENTES LTDA;4.726;0,000120023266127;494
TDNET TELECOMUNICACOES LTDA;4.711;0,000119642320508;495
GUANHAES INTERNET LTDA ME;4.709;0,000119591527759;496
LENILSON PATRIOTA DE SOUSA JUNIOR EIRELI;4.701;0,000119388356763;497
NET TELL TELECOM LTDA;4.687;0,000119032807519;498
GRUPO MEGA FLASH SERVICOS E COMUNICACOES LTDA;4.687;0,000119032807519;498
RR CONECT LTDA;4.678;0,000118804240148;500
SERRA GERAL SOLUCOES PARA INTERNET LTDA;4.663;0,00011842329453;501
Nicnet Tecnologia Ltda;4.638;0,000117788385166;502
NET TURBO INFORMATICA LTDA;4.638;0,000117788385166;502
NETFI SERVIÇOS DE COMUNICAÇÕES LTDA;4.630;0,00011758521417;504
TVN ARANTES PIMENTEL EIRELI;4.628;0,000117534421421;505
CAPINZALNET SERVIÇOS LTDA EPP;4.612;0,000117128079428;506
UAUBR - PROVEDOR DE ACESSO A INTERNET LTDA - ME;4.608;0,00011702649393;507
ITNET LTDA;4.600;0,000116823322933;508
SPEED VALLEY TECNOLOGIA E SERVICOS DE TELECOMUNICACAO EIRELI - EPP;4.598;0,000116772530184;509
WGO TELECOMUNICACOES LTDA-ME;4.586;0,00011646777369;510
3d Telecomunicacoes Ltda;4.579;0,000116289999068;511
TELIVUS INTERNET LTDA;4.550;0,000115553504206;512
NETFACIL LTDA;4.550;0,000115553504206;512
CERILUZ PROVEDORES DE INTERNET LTDA;4.543;0,000115375729584;514
LOPEZ & SANTOS SAT RIO TELECOMUNICACOES LTDA;4.538;0,000115248747711;515
EDUARDO DE CASTRO LIRA NETO EIRELI;4.533;0,000115121765838;516
CEDNET - PROVEDOR DE INTERNET EIRELI;4.521;0,000114817009344;517
Link Cariri Telecomunicacoes Ltda;4.508;0,000114486856475;518
DIRECTNET PRESTACAO DE SERVICOS LTDA;4.500;0,000114283685478;519
AS FIBER SCM EIRELI;4.495;0,000114156703605;520
PROVEDOR BRCENTRAL.NET LTDA;4.468;0,000113471001493;521
STAR CONECT TELECOM LTDA;4.452;0,0001130646595;522
INFOTECHNET INFORMÁTICA E ASSISTENCIA TÉCNICA LTDA;4.446;0,000112912281252;523
MD CONNECT TELECOMUNICACOES EIRELI;4.444;0,000112861488503;524
PRYMUS PROVEDOR DE ACESSO À REDES DE TELECOM LTDA ME;4.419;0,00011222657914;525
ALCOM TELECOMUNICACOES EIRELI;4.410;0,000111998011769;526
AT3 - TECNOLOGIA EIRELI - EPP;4.404;0,000111845633521;527
DIEGO DE RESENDE HENRIQUES;4.398;0,000111693255274;528
RIO CABLE CORPORATE LTDA. - ME;4.390;0,000111490084278;529
SLIM NET TELECOM LTDA. - EPP;4.386;0,000111388498779;530
BYTEWEB COMUNICACAO MULTIMIDIA EIRELI;4.386;0,000111388498779;530
Coelho Tecnologia Eireli;4.376;0,000111134535034;532
UZCOM ELETRONICA & TELECOMUNICACOES LTDA;4.368;0,000110931364037;533
ROLIM NET TECNOLOGIA LTDA - ME;4.367;0,000110905967663;534
INTERNET PROVIDER MIL BR NET LTDA;4.363;0,000110804382165;535
CLICKNET TELECOMUNICACOES PROVEDOR DE INTERNET LTDA;4.358;0,000110677400292;536
NDC PROVEDOR DE INTERNET LTDA;4.353;0,000110550418419;537
NEW ERA TECNOLOGIA LTDA;4.349;0,000110448832921;538
MULTITEL COMUNICAÇÕES LTDA.;4.346;0,000110372643797;539
PLIG TELECOM LTDA;4.328;0,000109915509055;540
LAURA MILENA BARBOSA PATRIOTA EIRELI;4.318;0,00010966154531;541
ASSUNET LTDA ME;4.305;0,000109331392441;542
ANDERSON MARCOS COELHO E CIA LTDA;4.301;0,000109229806943;543
DIRECT SI TECHNOLOGY EXPERTISE LTDA;4.295;0,000109077428695;544
LOPEZ SANTOS SAT NIT TELECOMUNICACOES LTDA;4.282;0,000108747275826;545
NETLINE TECNOLOGIA EM TELECOMUNICAÇÕES LTDA;4.273;0,000108518708455;546
NEOFIBRA INFORMATICA LTDA;4.273;0,000108518708455;546
ANTONIO CESAR AZEVEDO;4.271;0,000108467915706;548
Jefferson Leal Pereira;4.263;0,00010826474471;549
WSP PROGRESSO E SERVICOS DE TELECOMUNICACAO LTDA;4.260;0,000108188555586;550
TERABYTE SERVIÇOS DE TELECOMUNICAÇÕES EM BANDA LARGA LTDA -EPP;4.260;0,000108188555586;550
MEGA 2 SERVICOS DE COMUNICACAO MULTIMIDIA LTDA;4.242;0,000107731420844;552
SARTORI TECNOLOGIA DA INFORMAÇÃO LTDA;4.231;0,000107452060724;553
TECHFIBRA PROVEDOR DE INTERNET LTDA - ME;4.223;0,000107248889728;554
REDE DE TELECOMUNICACOES CARAJAS EIRELI;4.208;0,000106867944109;555
CONNEX TELECOM SERVICOS DE TELECOMUNICACOES LTDA;4.196;0,000106563187615;556
BLR TELECOMUNICACOES LTDA;4.196;0,000106563187615;556
ANTONIO DE PADUA CIRNE RAMALHO;4.191;0,000106436205742;558
PROVEDOR TI CONECT LTDA;4.187;0,000106334620244;559
LIZITEC TELECOMUNICAÇÕES EIRELI;4.185;0,000106283827495;560
PEDRO ADRIANO SOUTO MAIOR VELOSO EIRELI;4.181;0,000106182241997;561
JOAÇABA TELECOMUNICAÇÕES LTDA - ME;4.181;0,000106182241997;561
PHS - INTERNET E SUPRIMENTOS LTDA;4.178;0,000106106052873;563
V1 TELECOMUNICAÇÕES E INFORMÁTICA LTDA;4.176;0,000106055260124;564
SMART TECH TELECOMUNICACOES LTDA;4.170;0,000105902881876;565
JF SOLUCOES INFORMATICA LTDA;4.154;0,000105496539884;566
TESSI - TECNOLOGIA EM SEGURANCA E SISTEMAS DE INFORMACAO LTDA - ME.;4.145;0,000105267972513;567
SOUZA & SANTIAGO LTDA;4.140;0,00010514099064;568
BR CONNECT TELE COMUNICACOES LTDA;4.140;0,00010514099064;568
COMARCA PIUMHI LTDA;4.119;0,000104607666774;570
NEW MASTER TELECOM OPERADORA DE TELECOMUNICACOES LTDA;4.112;0,000104429892153;571
BRASIL-IP TELECOMUNICAÇÕES LTDA - ME;4.080;0,000103617208167;572
WI - PROVEDOR DE TELECOMUNICACOES LTDA-ME;4.076;0,000103515622669;573
D. OKAMOTO KAMIDE & CIA LTDA;4.064;0,000103210866174;574
PROSERV TELECOM - TELECOMUNICACOES E SERVICOS LTDA;4.063;0,0001031854698;575
AXTELECOM TELECOMUNICACOES EIRELI;4.050;0,00010285531693;576
STAR MAN NET PROVEDORA DE INTERNET LTDA - EPP;4.040;0,000102601353185;577
CRICCA COMERCIAL LTDA - ME;4.040;0,000102601353185;577
USONET INTERNET TECNOLOGIC EIRELI;4.024;0,000102195011192;579
CONECTA PROVEDOR DE INTERNET LTDA - ME;4.020;0,000102093425694;580
BLTV COMUNICACOES LTDA  - ME;4.017;0,00010201723657;581
Power Telecomunicacoes Ltda;4.011;0,000101864858323;582
PLUSNET BRASIL DIGITAL PROVEDOR DE INTERNET LTDA;4.003;0,000101661687326;583
BNET SOLUCOES EM INTERNET LTDA - ME;4.003;0,000101661687326;583
GLOBO ON NET LTDA EPP;3.977;0,000101001381588;585
COMERCIO VAREJISTA DE MATERIAL ELETRICO E HIDRAULICO EIRELI;3.975;0,000100950588839;586
CLICK INTERNET LTDA - ME;3.968;0,000100772814217;587
AT PLUS TELECOM LTDA;3.964;0,000100671228719;588
MMA ACESSORIOS E SERVICOS DE INFORMATICA LTDA;3.962;0,00010062043597;589
Fp Conectividade Ltda;3.960;0,000100569643221;590
CGC EQUIPAMENTOS E SERVICOS LTDA;3.959;0,000100544246846;591
VISAONET TELECOMUNICACOES LTDA;3.958;0,000100518850472;592
ARIAS TELECOMUNICACOES LTDA;3.953;0,000100391868599;593
OLIVEIRA SERVICOS E COMERCIO DE TELECOMUNICACOES E INFORMATICA EIRELI;3.947;0,000100239490352;594
MARKTEC TELECOMUNICAÇÕES EIRELI;3.946;0,000100214093977;595
ETECC FIBRA OPTICA TELECOM LTDA;3.940;0,00010006171573;596
WILLIAN MENDES DE OLIVEIRA;3.915;9,94268063660279E-05;597
ADLLINK TELECOM PROVEDOR DE INTERNET LTDA;3.897;9,89696716241152E-05;598
SERRASUL TELECOM COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA;3.892;9,88426897513616E-05;599
BIAZI TELECOMUNICACOES LTDA - EPP;3.879;9,85125368822024E-05;600
TUBARON TECNOLOGIAS LTDA - ME;3.877;9,8461744133101E-05;601
PLIM TELECOMUNICACOES LTDA - ME;3.857;9,79538166420868E-05;602
ROCHA FIBER FIBRA OPTICA LTDA. - ME;3.855;9,79030238929854E-05;603
PLUSNETFOZ PROVEDOR DE INTERNET LTDA;3.853;9,7852231143884E-05;604
JOCIVAN PIMENTA TARGINO;3.849;9,77506456456811E-05;605
E & F TECNOLOGIA LTDA ME;3.847;9,76998528965797E-05;606
PROVEDOR ELOINET LTDA;3.845;9,76490601474783E-05;607
FASTWEB NETWORK EIRELI;3.840;9,75220782747247E-05;608
NETCOM PROVEDOR DE INTERNET E COMERCIO EIRELI;3.830;9,72681145292176E-05;609
Cst Cerentini Solucoes em Tecnologia e Transmissao de Dados Ltda-me;3.822;9,70649435328119E-05;610
FD INFORMATICA LTDA;3.821;9,70395471582612E-05;611
BLUEWEB TELECOMUNICACOES LTDA;3.813;9,68363761618556E-05;612
VIAR TELECOM EIRELI;3.811;9,67855834127541E-05;613
L BASTISTA E SOUSA EIRELI - ME;3.800;9,65062232926964E-05;614
NEWNET CONSULTORIA E INFORMATICA LTDA;3.789;9,62268631726385E-05;615
NETCAR INTERNET, TELECOMUNICAÇÃO, INFORMÁTICA E TÉCNOLOGIA LTDA;3.788;9,62014667980878E-05;616
NET4YOU INTERNET SOLUTION LTDA;3.779;9,59728994271315E-05;617
HIPERNET SERVICOS DE COMUNICACAO LTDA ME;3.746;9,5134819066958E-05;618
SCR - PROVEDOR DE INTERNET LTDA - ME;3.742;9,50332335687552E-05;619
UTOPIANET INFORMÁTICA E TELECOMUNICAÇÕES LTDA;3.738;9,49316480705523E-05;620
ATIVA COMUNICAÇÃO MULTIMÍDIA LTDA;3.730;9,47284770741467E-05;621
VOAX TELECOM SERVICOS LTDA;3.725;9,46014952013931E-05;622
NETVGA SERVICOS EM TELECOMUNICACOES EIRELI;3.717;9,43983242049874E-05;623
SILVATEC INTERNET E TECNOLOGIA LTDA;3.708;9,41697568340311E-05;624
INTERMICRO LTDA;3.708;9,41697568340311E-05;624
SIGNALLINK INFORMATICA LTDA;3.706;9,41189640849296E-05;626
NETPLAY TELECOM LTDA;3.700;9,39665858376254E-05;627
EJM NET TECNOLOGIA LTDA ME;3.694;9,38142075903211E-05;628
UNICON TELECOM LTDA;3.692;9,37634148412197E-05;629
OPEN NET FIBRA PROVEDOR DE INTERNET EIRELI;3.692;9,37634148412197E-05;629
RIO GRANDE TECNOLOGIA E COMUNICACAO MULTIMIDIA LTDA ME;3.691;9,3738018466669E-05;631
NETCELL TELECOMUNICAÇÕES LTDA ME;3.684;9,3560243844814E-05;632
FONELIGHT TELECOMUNICACOES S.A.;3.681;9,34840547211619E-05;633
USBINF INFORMATICA LTDA - ME;3.680;9,34586583466112E-05;634
O T TECNOLOGIA EM INFORMATICA EIRELI;3.675;9,33316764738577E-05;635
IMAGEM EDITORACAO ELETRONICA E INFORMATICA LTDA;3.675;9,33316764738577E-05;635
VILMAR DA SILVA LTDA;3.674;9,33062800993069E-05;637
RTG PROVEDOR DE ACESSO LTDA;3.668;9,31539018520027E-05;638
STETNET INFORMATICA LTDA;3.665;9,30777127283506E-05;639
IMNET TELECOMUNICACOES LTDA;3.654;9,27983526082927E-05;640
NETFAR INFORMATICA LTDA.;3.649;9,26713707355392E-05;641
NETGOOL TELECOMUNICACOES LTDA;3.638;9,23920106154814E-05;642
OXI TELECOMUNICACOES LTDA;3.635;9,23158214918293E-05;643
AGUIARI E AGUIARI PROVEDOR DE INTERNET LTDA;3.635;9,23158214918293E-05;643
PONTAL CABO EIRELI;3.632;9,22396323681771E-05;645
SOFT SYSTEM INFORMATICA LTDA;3.623;9,20110649972207E-05;646
OXENTE NET TELECOM LTDA;3.622;9,198566862267E-05;647
Indagraf Ltda;3.619;9,19094794990179E-05;648
JOTA F. TELECOMUNICACOES EIRELI;3.615;9,18078940008151E-05;649
GIGAWEB TECNOLOGIA LTDA;3.607;9,16047230044094E-05;650
TURBINET TELECOM LTDA;3.606;9,15793266298587E-05;651
STRATUS TELECOMUNICAÇÕES LTDA - ME;3.603;9,15031375062066E-05;652
R&R WI-FI TELECOMUNICACOES LTDA;3.600;9,14269483825544E-05;653
CONQUEST TELECOMUNICAÇÕES LTDA-EPP;3.599;9,14015520080037E-05;654
MEGALINK INDUSTRIA E COMERCIO DE ANTENAS LTDA;3.591;9,11983810115981E-05;655
D.W.P.F. PROVEDOR DE INTERNET EIRELI;3.585;9,10460027642938E-05;656
TVF-2 INTERNET RAPIDA LTDA;3.579;9,08936245169895E-05;657
GIPTELECOM TELECOMUNICACAO E TECNOLOGIA DA INFORMACAO LTDA;3.577;9,08428317678881E-05;658
TELEFONARNET TELECOMUNICAÇÕES EIRELI;3.576;9,08174353933374E-05;659
NET BARRETOS SERVICOS LTDA;3.573;9,07412462696853E-05;660
ISAQUE OLIVEIRA COMERCIAL LTDA;3.572;9,07158498951346E-05;661
PRONTO NET LTDA - EPP;3.569;9,06396607714824E-05;662
RALUEL COMERCIO LTDA - ME;3.566;9,05634716478303E-05;663
NEXUS FIBRA TELECOMUNICACOES LTDA. - ME;3.562;9,04618861496275E-05;664
MINAS TURBO PROVEDOR DE INTERNET LTDA;3.560;9,0411093400526E-05;665
HIPERTV SERVICOS DE COMUNICACAO MULTIMIDIA LTDA;3.559;9,03856970259753E-05;666
PERFECT PROVEDOR DE INTERNET LTDA;3.554;9,02587151532218E-05;667
IVX NETWORK SERVICOS DE COMUNICACAO MULTIMIDIA EIRELI;3.545;9,00301477822654E-05;668
LINE TELECOM LTDA;3.537;8,98269767858597E-05;669
CONNECTA TELECOM INTERNET EIRELI;3.534;8,97507876622076E-05;670
LESTE ISP TELECOMUNICACOES EIRELI - ME;3.532;8,96999949131062E-05;671
CONNECT RIO SERVICOS DE COMUNICACAO E MULTIMIDIA DE INTERNET EIRELI;3.528;8,95984094149033E-05;672
NOVA PORTONET TELECOMUNICACOES E SERVICOS LTDA;3.526;8,95476166658019E-05;673
SELIGA TELECOMUNICACOES DO BRASIL EIRELI;3.524;8,94968239167005E-05;674
FABIANO NOGUEIRA NASCIMENTO;3.522;8,94460311675991E-05;675
GIALES FISCHER GRUTZMANN E CIA LTDA - ME;3.520;8,93952384184977E-05;676
GLOBOFIBER TELECOM LTDA;3.519;8,9369842043947E-05;677
FIBERCOMET PROVEDOR DE SERVICOS DE INTERNET E TECNOLOGIA EIRELI;3.518;8,93444456693963E-05;678
INFOMAC TELECOMUNICAÇÕES LTDA;3.517;8,93190492948455E-05;679
POLLI COMERCIO E SERVICOS EM INFORMATICA EIRELI;3.514;8,92428601711934E-05;680
NETCETERA TELECOMUNICACOES LTDA;3.508;8,90904819238891E-05;681
JCL TELECOMUNICACOES EIRELI;3.504;8,89888964256863E-05;682
RIBERNET COMUNICACOES LTDA.;3.492;8,86841399310778E-05;683
VIPNET RIO TELECOMUNICACOES LTDA - ME;3.487;8,85571580583243E-05;684
RDFIBRA SOLUCOES EM INTERNET, COMERCIO E CONSULTORIA EM INFORMATICA LTDA;3.481;8,840477981102E-05;685
MULTIMÍDIA TV A CABO LTDA. - EPP;3.473;8,82016088146143E-05;686
OURONET LTDA;3.470;8,81254196909622E-05;687
DIGITAL COMUNICACAO VIRTUAL EIRELI;3.470;8,81254196909622E-05;687
GLP TELECOMUNICACOES EIRELI;3.468;8,80746269418608E-05;689
F. M. G. MACABUENSE COMERCIO SERVICOS E DISTRIBUICAO LTDA. - EPP;3.465;8,79984378182086E-05;690
GNEX LTDA;3.464;8,79730414436579E-05;691
ISUPER TELECOMUNICAÇÕES INFO LTDA ME;3.458;8,78206631963537E-05;692
E.C.E. TELECOMUNICACOES LTDA;3.427;8,70333755852817E-05;693
MARINTER TELECOM LTDA ME;3.416;8,67540154652239E-05;694
NEXTHOP INFORMÁTICA LTDA;3.412;8,66524299670211E-05;695
NATIONAL TELECOM - SERVIÇOS DE COMUNICAÇÃO MULTIMIDIA LTDA;3.412;8,66524299670211E-05;695
CLICK SPEED SERVIÇOS DE TELECOMUNICAÇÕES EIRELI;3.410;8,66016372179196E-05;697
SINAL TELECOMUNICACAO EIRELI - ME;3.408;8,65508444688182E-05;698
UBÁ CONECT TELECOM LTDA;3.405;8,64746553451661E-05;699
TV CABO DE PRESIDENTE VENCESLAU EIRELI;3.396;8,62460879742097E-05;700
ETECC FIBRA OPTICA NETWORK LTDA;3.394;8,61952952251083E-05;701
SUPER SUL SERVICOS DE TELECOMUNICACOES E INTERNET EIRELI - ME;3.387;8,60175206032533E-05;702
BRASCONECT INFORMATICA LTDA;3.382;8,58905387304997E-05;703
SUPER NORTE SERVICOS DE TELECOMUNICACOES E INTERNET EIRELI - ME;3.374;8,56873677340941E-05;704
IMA TELECOM LTDA;3.374;8,56873677340941E-05;704
CSL INTERNET LTDA;3.367;8,55095931122391E-05;706
ESTARNET LTDA - ME;3.365;8,54588003631377E-05;707
TECNOWIRELESS ASSESSORIA E SOLUCOES EM REDES SEM FIO LTDA;3.362;8,53826112394856E-05;708
FORESTNET COMUNICACOES LTDA;3.360;8,53318184903841E-05;709
INFORBOOK SERVIÇOS DE TELECOMUNICACOES EIRELI;3.352;8,51286474939785E-05;710
SOLON ARAUJO TELECOMUNICACOES EIRELI - ME;3.349;8,50524583703263E-05;711
BRICK TELECOMUNICAÇÕES LTDA - ME;3.341;8,48492873739207E-05;712
GIGANET WIRELESS LTDA ME;3.338;8,47730982502685E-05;713
SIMPLES TELECOM  LTDA - EPP;3.329;8,45445308793121E-05;714
BLZNET SERVIÇOS DE INTERNET LTDA - ME;3.327;8,44937381302107E-05;715
ANGRA.NET SERVICOS DE TELECOMUNICACOES LTDA;3.326;8,446834175566E-05;716
NORTH NET TELECOMUNICACOES E SERVICOS LTDA;3.325;8,44429453811093E-05;717
TOWN NET TELECOMUNICACOES LTDA;3.322;8,43667562574572E-05;718
WSP RONDONIA SERVICOS DE TELECOMUNICACOES EIRELI - ME;3.320;8,43159635083558E-05;719
MUNDO TI TELECOM SOLUCOES E DESIGN LTDA;3.320;8,43159635083558E-05;719
CONNECTNET - COMÉRCIO E SERVIÇOS LTDA - ME;3.316;8,42143780101529E-05;721
